bill_id,household_id,bill_type,amount,billing_period_start,billing_period_end,due_date,is_paid
7948-717560,HH-####,Rent,64.5,1/8/2022,10/22/2017,10/5/2024,false
1420-533175,HH-####,Rent,223.07,2/6/2022,1/23/2021,1/25/2024,false
3346-575619,HH-####,Water,278.22,2/1/2022,7/9/2024,7/26/2017,true
7123-852814,HH-####,Water,57.76,2/5/2022,12/10/2019,11/15/2019,true
8583-548681,HH-####,Water,132.82,2/7/2022,1/31/2019,5/27/2016,true
1129-027355,HH-####,Internet,132.95,2/6/2022,12/30/2021,5/4/2018,true
8122-207272,HH-####,Gas,226.58,1/3/2022,4/12/2025,2/3/2018,true
4692-903758,HH-####,Electricity,112.8,1/1/2022,2/23/2022,11/2/2020,true
8896-434126,HH-####,Gas,245.21,1/4/2022,1/4/2015,5/22/2023,true
8158-800416,HH-####,Electricity,136.69,1/6/2022,8/6/2022,10/17/2021,true
2745-769204,HH-####,Water,170.09,2/7/2022,6/1/2019,4/28/2022,false
6846-019986,HH-####,Gas,131.54,2/1/2022,9/28/2016,11/3/2016,false
5487-135285,HH-####,Rent,279.0,1/9/2022,3/19/2025,5/13/2019,false
2143-576751,HH-####,Water,210.54,1/7/2022,12/20/2016,5/4/2017,true
7937-506162,HH-####,Rent,197.34,2/8/2022,7/13/2016,3/18/2020,false
4021-356026,HH-####,Gas,221.15,2/9/2022,2/14/2022,6/30/2018,false
8288-633243,HH-####,Internet,51.24,1/5/2022,2/5/2015,2/13/2024,true
3262-589921,HH-####,Gas,178.99,2/7/2022,5/15/2020,7/28/2022,false
7336-775665,HH-####,Water,189.77,1/8/2022,7/17/2017,8/11/2024,true
2357-538523,HH-####,Gas,218.43,1/1/2022,10/18/2018,8/1/2019,false
1516-360333,HH-####,Electricity,196.16,2/5/2022,5/18/2024,8/23/2023,false
7219-695830,HH-####,Water,176.89,2/2/2022,1/19/2023,1/5/2016,true
8303-009693,HH-####,Rent,128.66,2/9/2022,2/25/2023,1/30/2018,true
0716-235203,HH-####,Internet,83.06,2/3/2022,8/25/2021,7/30/2023,false
4329-503976,HH-####,Electricity,117.49,1/8/2022,1/8/2015,2/10/2017,false
8872-783114,HH-####,Water,273.69,2/1/2022,7/10/2025,9/17/2021,false
2979-378682,HH-####,Rent,158.22,2/2/2022,6/4/2015,3/20/2016,true
6905-918113,HH-####,Gas,117.21,2/6/2022,7/31/2017,8/2/2020,true
4100-828343,HH-####,Water,61.83,1/4/2022,4/30/2025,12/19/2018,false
8380-067143,HH-####,Electricity,144.2,2/8/2022,4/14/2021,6/16/2018,true
4563-400183,HH-####,Water,142.85,1/8/2022,3/12/2018,2/26/2021,false
8971-539386,HH-####,Gas,170.56,1/8/2022,3/22/2024,7/11/2020,false
1026-949538,HH-####,Electricity,286.65,2/9/2022,3/3/2017,6/18/2022,true
5605-303314,HH-####,Electricity,128.16,1/7/2022,5/31/2018,5/28/2017,true
2002-726947,HH-####,Water,251.91,2/9/2022,2/25/2022,3/30/2022,true
8491-189792,HH-####,Electricity,132.2,2/6/2022,9/14/2017,11/11/2024,true
5757-887862,HH-####,Internet,298.93,1/8/2022,4/17/2017,9/30/2022,true
1300-736708,HH-####,Gas,116.95,1/8/2022,12/1/2025,11/29/2022,true
9995-874299,HH-####,Gas,171.13,1/6/2022,8/27/2018,8/9/2018,true
2265-086316,HH-####,Rent,166.5,2/5/2022,11/16/2015,3/15/2017,true
8937-035042,HH-####,Gas,211.48,1/4/2022,10/13/2023,3/31/2016,true
1065-389958,HH-####,Internet,213.87,1/3/2022,12/20/2023,9/8/2016,true
9200-182087,HH-####,Rent,261.57,2/8/2022,8/17/2020,5/10/2022,true
5357-995238,HH-####,Electricity,106.94,2/6/2022,9/6/2017,5/14/2020,true
7994-441382,HH-####,Rent,179.27,1/7/2022,11/12/2022,5/16/2017,true
1839-093961,HH-####,Water,126.8,2/6/2022,12/15/2017,2/26/2017,true
0038-085480,HH-####,Internet,198.56,1/8/2022,8/16/2018,7/10/2022,false
0789-289082,HH-####,Electricity,52.92,1/2/2022,10/22/2019,3/21/2021,false
8405-176746,HH-####,Electricity,273.36,1/5/2022,8/15/2022,10/11/2016,true
6111-360807,HH-####,Water,288.06,2/9/2022,8/25/2023,8/19/2024,true
5175-157953,HH-####,Electricity,131.87,2/7/2022,11/29/2017,11/6/2015,true
2989-177850,HH-####,Internet,225.91,2/5/2022,10/5/2019,7/14/2015,true
0598-956160,HH-####,Electricity,152.15,2/3/2022,9/28/2024,3/6/2024,true
9645-055327,HH-####,Rent,103.35,2/9/2022,11/17/2022,3/1/2022,true
8471-036283,HH-####,Gas,89.01,2/6/2022,9/17/2024,11/17/2017,false
7210-168680,HH-####,Water,116.75,1/5/2022,8/22/2023,10/23/2019,true
0223-912128,HH-####,Internet,88.51,1/7/2022,9/18/2025,6/12/2022,false
3932-084446,HH-####,Gas,171.59,1/6/2022,6/14/2015,11/13/2018,true
6102-663444,HH-####,Internet,71.78,1/9/2022,9/25/2023,4/24/2017,true
1603-550090,HH-####,Electricity,70.86,2/8/2022,6/15/2021,8/19/2017,true
3604-390292,HH-####,Rent,169.49,1/1/2022,6/26/2020,5/15/2020,true
3544-838276,HH-####,Gas,218.96,1/5/2022,5/17/2021,10/13/2017,true
4911-935967,HH-####,Water,259.11,1/7/2022,3/23/2021,8/2/2024,true
2209-339892,HH-####,Rent,78.08,1/2/2022,5/21/2023,4/13/2023,true
9045-290590,HH-####,Rent,92.76,1/2/2022,3/27/2025,10/10/2018,false
4129-149115,HH-####,Gas,188.85,1/9/2022,9/16/2020,5/19/2022,false
0802-944345,HH-####,Electricity,81.66,2/8/2022,11/12/2023,7/20/2015,true
2112-145994,HH-####,Gas,269.33,1/5/2022,10/8/2017,4/14/2016,false
0304-138456,HH-####,Water,199.14,1/7/2022,1/10/2021,4/23/2024,true
4354-790274,HH-####,Water,215.15,1/9/2022,3/16/2018,1/7/2025,true
5008-631864,HH-####,Internet,228.41,1/6/2022,6/27/2025,11/21/2015,false
5925-532972,HH-####,Internet,102.86,1/9/2022,11/2/2017,8/26/2023,true
4127-061839,HH-####,Electricity,224.01,1/6/2022,10/29/2018,6/10/2019,false
8158-867757,HH-####,Electricity,240.23,1/9/2022,2/11/2017,5/14/2016,false
6093-740314,HH-####,Electricity,279.64,2/7/2022,1/21/2024,4/20/2018,false
3317-748635,HH-####,Water,253.26,1/9/2022,12/25/2021,1/26/2017,true
8209-178020,HH-####,Rent,204.92,1/4/2022,12/1/2025,12/17/2022,false
2665-429259,HH-####,Rent,278.78,1/1/2022,7/5/2023,3/17/2021,false
5448-422611,HH-####,Water,165.32,1/7/2022,3/28/2023,12/5/2019,true
1146-115184,HH-####,Water,117.37,2/9/2022,4/20/2023,5/20/2024,false
7459-059346,HH-####,Gas,292.73,1/9/2022,5/10/2015,1/30/2019,false
7578-913213,HH-####,Gas,279.75,2/4/2022,9/2/2022,8/31/2021,false
6029-506285,HH-####,Electricity,106.48,2/5/2022,11/16/2025,5/12/2018,true
3037-357252,HH-####,Internet,56.93,1/4/2022,5/15/2023,1/8/2018,false
0193-483528,HH-####,Internet,114.86,2/7/2022,11/7/2016,9/21/2021,false
9885-587279,HH-####,Rent,54.22,2/8/2022,5/18/2016,5/20/2024,true
5338-820732,HH-####,Electricity,227.78,1/3/2022,9/7/2019,6/8/2018,false
3020-840196,HH-####,Internet,237.11,1/6/2022,5/7/2025,2/24/2018,true
2146-155632,HH-####,Internet,181.97,1/7/2022,2/9/2016,9/14/2020,false
7452-657548,HH-####,Internet,191.6,2/3/2022,1/20/2016,2/12/2021,true
4016-084270,HH-####,Rent,132.4,1/4/2022,5/13/2017,1/6/2020,true
1970-294014,HH-####,Rent,285.07,2/2/2022,1/22/2023,3/22/2020,false
3812-314885,HH-####,Electricity,173.54,2/9/2022,6/7/2024,9/25/2018,false
1950-592471,HH-####,Rent,73.82,2/1/2022,11/21/2025,1/9/2019,true
3311-365211,HH-####,Gas,56.52,1/7/2022,3/24/2018,12/3/2022,true
3358-087716,HH-####,Gas,66.13,1/4/2022,10/8/2020,10/12/2016,true
1851-772114,HH-####,Gas,153.92,2/5/2022,10/7/2023,7/21/2019,true
5285-282571,HH-####,Internet,115.66,1/4/2022,12/2/2021,1/6/2016,false
5453-424458,HH-####,Internet,75.88,1/6/2022,7/31/2024,10/9/2015,false
5383-276523,HH-####,Gas,94.06,1/8/2022,9/11/2017,11/8/2023,false
3621-373670,HH-####,Internet,183.6,1/3/2022,7/25/2023,6/3/2020,true
3044-172477,HH-####,Rent,247.6,2/6/2022,4/1/2016,3/30/2024,false
7850-849340,HH-####,Rent,184.54,2/3/2022,4/20/2017,3/5/2023,false
4698-782947,HH-####,Gas,229.65,2/1/2022,4/22/2019,5/19/2019,false
5749-763619,HH-####,Rent,171.14,2/9/2022,3/13/2017,11/11/2021,false
6189-692757,HH-####,Gas,278.73,2/8/2022,9/23/2017,1/29/2018,true
9514-264384,HH-####,Electricity,228.76,1/8/2022,3/28/2022,4/20/2020,true
4203-538491,HH-####,Rent,267.81,2/8/2022,3/14/2022,2/18/2023,true
6947-705422,HH-####,Internet,63.54,1/7/2022,3/4/2016,2/2/2024,true
9247-579408,HH-####,Water,98.08,1/2/2022,3/28/2024,10/23/2019,false
1645-347221,HH-####,Electricity,142.2,2/8/2022,3/13/2025,6/30/2022,false
0839-390092,HH-####,Internet,116.98,2/3/2022,12/12/2022,5/25/2019,true
8037-535770,HH-####,Internet,100.14,1/5/2022,2/1/2020,7/11/2017,true
2442-080486,HH-####,Rent,57.74,2/6/2022,5/13/2015,9/17/2016,false
4431-005832,HH-####,Rent,168.25,2/2/2022,2/6/2021,6/10/2024,false
3645-154971,HH-####,Rent,198.49,2/4/2022,7/23/2018,2/9/2020,true
6957-655057,HH-####,Water,224.23,1/7/2022,2/17/2020,7/6/2017,false
6306-674852,HH-####,Gas,123.89,1/7/2022,7/31/2017,4/30/2019,true
3411-736307,HH-####,Internet,247.61,2/8/2022,8/8/2020,12/13/2019,true
0966-231156,HH-####,Rent,243.52,2/6/2022,12/13/2024,7/17/2017,true
0192-803952,HH-####,Water,228.09,2/9/2022,10/22/2024,4/13/2020,true
8098-244471,HH-####,Water,136.35,2/4/2022,6/9/2023,5/2/2017,true
1592-177314,HH-####,Internet,294.16,1/2/2022,9/2/2023,11/27/2023,true
7271-388619,HH-####,Internet,158.53,1/6/2022,2/3/2024,8/29/2019,false
6644-242813,HH-####,Electricity,218.91,1/5/2022,6/28/2023,2/15/2022,false
7344-640554,HH-####,Water,210.96,1/8/2022,7/1/2016,10/23/2024,false
1817-809745,HH-####,Water,205.27,1/7/2022,5/3/2020,10/11/2015,false
3048-120218,HH-####,Rent,227.92,1/1/2022,12/23/2023,4/5/2023,false
5962-750130,HH-####,Water,50.49,2/9/2022,9/10/2021,3/15/2015,false
0683-714708,HH-####,Gas,176.15,1/3/2022,9/11/2023,2/17/2017,true
1131-552379,HH-####,Gas,289.84,1/9/2022,12/10/2015,9/23/2023,false
6929-939207,HH-####,Water,272.5,1/8/2022,8/25/2025,11/14/2024,true
8730-493429,HH-####,Rent,257.45,2/7/2022,8/31/2017,2/2/2017,false
9182-563843,HH-####,Rent,180.68,2/3/2022,12/31/2019,10/20/2016,false
5415-239354,HH-####,Electricity,197.6,1/1/2022,9/26/2025,4/23/2023,true
9792-616036,HH-####,Internet,81.29,1/9/2022,3/18/2016,6/21/2020,false
7188-513101,HH-####,Water,184.5,1/1/2022,6/6/2017,8/21/2017,true
4938-439607,HH-####,Water,270.06,2/9/2022,12/6/2015,1/6/2019,true
0653-349936,HH-####,Internet,194.25,2/3/2022,5/5/2019,4/8/2017,true
6187-667578,HH-####,Rent,219.87,1/7/2022,11/26/2015,7/23/2019,true
5270-133542,HH-####,Rent,261.95,2/3/2022,9/13/2016,4/8/2015,true
3150-533307,HH-####,Electricity,241.49,1/4/2022,6/28/2018,5/25/2020,false
0817-579311,HH-####,Rent,117.86,1/4/2022,10/11/2025,3/26/2018,false
9501-841192,HH-####,Electricity,253.61,2/1/2022,10/6/2015,2/16/2021,false
6904-140731,HH-####,Rent,256.82,2/3/2022,5/16/2015,3/6/2017,false
1522-128157,HH-####,Rent,197.41,1/5/2022,10/5/2017,8/16/2024,false
2866-146958,HH-####,Rent,81.68,1/7/2022,7/5/2016,12/26/2022,false
3929-053943,HH-####,Gas,138.42,1/4/2022,5/27/2018,5/2/2020,true
8696-757724,HH-####,Gas,138.4,2/9/2022,6/8/2022,1/14/2023,true
6518-999617,HH-####,Rent,219.08,1/4/2022,3/29/2015,12/6/2024,false
5445-419413,HH-####,Internet,200.87,1/7/2022,9/28/2015,5/25/2017,true
0217-802197,HH-####,Rent,120.42,2/4/2022,10/18/2024,12/17/2019,true
2926-838223,HH-####,Water,187.71,1/1/2022,1/31/2017,1/17/2024,true
4012-255282,HH-####,Gas,156.58,2/5/2022,6/10/2017,5/24/2023,true
5700-031975,HH-####,Gas,192.31,1/4/2022,3/24/2023,11/15/2019,false
0938-499641,HH-####,Internet,69.9,2/8/2022,4/14/2021,7/11/2024,true
0314-813717,HH-####,Internet,82.87,1/3/2022,5/23/2022,11/28/2023,false
0411-437698,HH-####,Electricity,73.39,1/6/2022,6/5/2018,3/27/2021,true
8768-419712,HH-####,Internet,211.99,1/4/2022,5/21/2022,8/21/2020,true
5264-551194,HH-####,Electricity,259.41,2/4/2022,9/10/2021,9/19/2024,false
5060-455007,HH-####,Internet,110.92,2/5/2022,5/16/2015,5/19/2023,false
2346-296840,HH-####,Rent,133.08,1/2/2022,4/15/2020,8/16/2016,false
3687-415076,HH-####,Rent,264.96,1/4/2022,6/30/2025,1/1/2017,true
7704-021652,HH-####,Internet,181.89,1/9/2022,9/10/2020,4/11/2023,false
8389-966374,HH-####,Internet,60.82,2/9/2022,4/13/2023,3/12/2018,true
9392-372547,HH-####,Internet,62.89,2/6/2022,4/23/2023,12/12/2020,false
0352-776234,HH-####,Water,81.72,1/7/2022,11/17/2023,10/12/2022,true
9288-764931,HH-####,Internet,155.4,2/9/2022,8/12/2015,3/27/2022,true
6512-152181,HH-####,Rent,97.32,1/3/2022,1/9/2015,10/30/2017,true
7428-748617,HH-####,Gas,119.3,1/8/2022,7/2/2024,2/15/2023,false
1099-611452,HH-####,Electricity,218.89,1/2/2022,1/21/2022,7/5/2021,true
7719-258551,HH-####,Gas,187.73,2/3/2022,7/16/2015,11/7/2017,true
5068-139481,HH-####,Gas,137.12,2/1/2022,4/23/2019,12/20/2024,false
8352-863003,HH-####,Water,106.9,1/1/2022,10/16/2015,8/19/2017,false
7952-572150,HH-####,Electricity,120.83,2/6/2022,3/25/2015,6/16/2018,true
2364-765635,HH-####,Gas,239.63,1/1/2022,1/7/2025,5/31/2019,false
2512-039744,HH-####,Water,173.88,1/8/2022,8/25/2017,6/14/2018,false
2045-081394,HH-####,Gas,202.17,1/2/2022,10/27/2019,10/13/2019,true
7463-276275,HH-####,Internet,170.66,1/8/2022,12/25/2020,9/11/2020,false
7163-497623,HH-####,Internet,149.23,2/5/2022,12/10/2023,12/13/2022,true
2842-788553,HH-####,Water,253.07,2/4/2022,9/15/2019,12/11/2017,false
1433-213763,HH-####,Electricity,281.27,1/6/2022,7/5/2025,1/7/2017,false
4542-059141,HH-####,Electricity,191.38,1/5/2022,9/24/2016,8/18/2024,true
0096-133804,HH-####,Rent,85.03,1/1/2022,8/14/2020,8/22/2018,false
1152-043519,HH-####,Water,109.45,2/4/2022,3/14/2021,2/14/2016,false
3932-377821,HH-####,Electricity,272.16,1/1/2022,2/6/2024,5/2/2024,true
9047-467028,HH-####,Internet,104.73,2/3/2022,11/19/2024,3/14/2022,true
1552-165428,HH-####,Gas,107.26,2/8/2022,2/25/2024,8/26/2021,false
0936-922134,HH-####,Rent,129.36,1/8/2022,8/16/2017,1/1/2018,true
3270-262665,HH-####,Electricity,154.55,1/5/2022,11/21/2023,3/9/2019,false
9910-521763,HH-####,Gas,95.47,2/3/2022,11/19/2021,12/8/2015,false
6407-215064,HH-####,Electricity,265.54,1/4/2022,11/26/2021,8/22/2015,false
2326-905477,HH-####,Rent,187.98,2/8/2022,5/22/2017,6/24/2022,false
4436-838692,HH-####,Internet,239.71,1/9/2022,4/18/2015,1/19/2024,true
3936-986070,HH-####,Internet,73.12,2/7/2022,12/29/2022,1/14/2019,false
5322-728733,HH-####,Internet,216.89,2/1/2022,10/26/2015,2/5/2018,false
2901-776542,HH-####,Water,64.96,1/9/2022,4/12/2020,5/22/2016,true
1417-572740,HH-####,Electricity,206.58,2/3/2022,6/9/2023,8/21/2015,true
2105-242203,HH-####,Gas,72.42,1/9/2022,3/27/2016,12/8/2020,true
0665-930859,HH-####,Rent,127.83,1/3/2022,5/19/2023,10/5/2019,true
2234-059270,HH-####,Rent,205.29,1/3/2022,12/19/2025,3/18/2021,false
8317-982182,HH-####,Electricity,97.9,2/4/2022,5/20/2021,7/21/2018,false
4064-484692,HH-####,Gas,215.14,1/8/2022,8/28/2025,1/13/2020,true
5736-592853,HH-####,Electricity,120.87,2/3/2022,12/18/2025,6/8/2020,false
7345-910569,HH-####,Water,85.2,2/1/2022,2/18/2025,6/29/2024,false
8680-790648,HH-####,Gas,298.4,2/1/2022,5/2/2021,9/17/2018,false
4976-146011,HH-####,Rent,286.21,1/8/2022,9/11/2022,6/30/2016,false
6474-849360,HH-####,Internet,230.55,2/9/2022,8/2/2016,1/8/2017,true
0277-338716,HH-####,Water,183.89,1/4/2022,5/26/2017,5/31/2017,true
7687-986710,HH-####,Internet,56.55,1/9/2022,10/23/2015,12/27/2015,true
2721-615945,HH-####,Water,219.04,2/6/2022,2/5/2017,3/6/2020,false
0401-015963,HH-####,Gas,254.37,2/4/2022,6/25/2025,10/9/2023,false
0948-457552,HH-####,Gas,58.03,1/9/2022,2/1/2020,11/19/2017,true
6878-877326,HH-####,Electricity,218.87,1/8/2022,12/1/2025,2/5/2019,false
5370-031115,HH-####,Water,145.07,2/1/2022,4/7/2024,7/14/2019,false
6634-757510,HH-####,Rent,133.54,2/6/2022,2/5/2020,5/27/2019,false
9457-184327,HH-####,Gas,125.44,2/7/2022,3/14/2017,6/30/2019,true
4410-972237,HH-####,Internet,200.43,2/3/2022,8/13/2021,9/15/2016,true
8570-750992,HH-####,Gas,170.73,1/1/2022,5/30/2019,3/15/2024,true
0169-001150,HH-####,Internet,204.06,1/6/2022,6/20/2021,2/8/2018,false
5200-362815,HH-####,Gas,263.85,2/8/2022,2/18/2016,11/23/2023,true
4897-589404,HH-####,Gas,175.03,2/9/2022,2/21/2025,4/8/2019,false
7564-448182,HH-####,Electricity,110.04,2/7/2022,10/12/2017,12/31/2017,true
1333-349182,HH-####,Electricity,156.5,2/6/2022,9/27/2025,7/6/2024,false
4128-607183,HH-####,Rent,132.95,2/8/2022,9/3/2020,8/10/2016,false
5741-792022,HH-####,Internet,159.19,1/8/2022,8/28/2025,4/21/2023,false
5298-097839,HH-####,Gas,133.93,1/5/2022,10/12/2019,11/21/2016,false
2138-941666,HH-####,Gas,95.57,1/5/2022,5/22/2019,6/16/2024,false
5561-301389,HH-####,Internet,136.9,2/2/2022,7/23/2020,6/16/2017,true
7396-767928,HH-####,Gas,206.9,1/3/2022,10/31/2017,11/6/2016,false
7572-750928,HH-####,Internet,142.72,2/2/2022,9/25/2022,5/16/2018,false
7742-922859,HH-####,Gas,184.81,1/9/2022,12/12/2019,3/21/2015,false
1500-754866,HH-####,Water,70.42,1/4/2022,3/31/2016,3/14/2019,false
2857-530194,HH-####,Rent,275.58,2/6/2022,12/6/2017,2/8/2015,true
2133-162931,HH-####,Gas,280.61,2/4/2022,11/12/2022,8/10/2023,true
0132-019244,HH-####,Electricity,100.38,2/7/2022,10/3/2015,8/21/2024,true
6661-532696,HH-####,Gas,296.05,2/6/2022,4/10/2021,4/29/2023,false
3468-546500,HH-####,Internet,246.42,1/7/2022,2/4/2024,11/25/2023,true
3520-260841,HH-####,Internet,156.25,1/5/2022,1/31/2016,5/23/2019,false
2190-047010,HH-####,Gas,176.91,2/8/2022,9/25/2022,7/31/2015,true
9092-322411,HH-####,Gas,149.46,2/4/2022,8/12/2018,8/2/2023,false
8232-394534,HH-####,Water,217.18,2/1/2022,1/14/2016,12/18/2023,true
7896-043439,HH-####,Water,81.78,2/1/2022,2/12/2015,5/27/2024,true
0153-767809,HH-####,Rent,76.56,2/9/2022,3/15/2025,8/1/2016,false
0524-265982,HH-####,Electricity,101.06,2/3/2022,6/19/2019,2/11/2020,true
9974-080883,HH-####,Internet,68.16,1/4/2022,3/27/2016,3/24/2017,true
0234-514831,HH-####,Water,190.95,2/8/2022,2/16/2024,12/9/2024,false
0615-407641,HH-####,Rent,263.04,1/7/2022,6/28/2019,2/28/2018,true
5159-614628,HH-####,Gas,291.0,2/4/2022,4/9/2015,5/29/2021,false
3943-940736,HH-####,Water,233.25,1/6/2022,10/6/2025,3/24/2020,true
4837-209067,HH-####,Rent,110.42,2/3/2022,8/3/2018,5/13/2017,false
4639-436086,HH-####,Gas,182.55,1/9/2022,8/17/2025,6/29/2021,true
0299-121447,HH-####,Water,101.72,2/1/2022,2/3/2022,5/22/2021,false
6141-291726,HH-####,Gas,276.92,2/4/2022,9/8/2017,2/27/2018,false
8952-678001,HH-####,Gas,70.93,2/8/2022,1/13/2020,12/22/2022,false
5532-904536,HH-####,Internet,110.31,1/4/2022,8/29/2021,1/7/2020,true
3989-407143,HH-####,Rent,108.59,2/1/2022,2/10/2021,12/17/2019,false
4336-261619,HH-####,Gas,98.37,1/5/2022,10/22/2022,8/25/2019,false
3432-501027,HH-####,Rent,154.79,1/1/2022,5/31/2016,7/4/2024,true
0132-074826,HH-####,Electricity,124.63,2/9/2022,7/8/2019,12/5/2017,true
2106-428987,HH-####,Water,159.79,1/6/2022,10/31/2022,11/16/2017,true
8604-855671,HH-####,Gas,199.54,1/7/2022,9/23/2016,9/12/2024,true
2455-412484,HH-####,Gas,92.56,2/6/2022,9/28/2020,4/19/2015,false
2759-489023,HH-####,Gas,55.42,2/8/2022,7/4/2024,1/27/2021,true
3088-454430,HH-####,Internet,189.04,2/5/2022,10/19/2018,3/5/2024,false
2459-510013,HH-####,Water,135.35,1/9/2022,5/16/2024,11/13/2022,false
0677-687908,HH-####,Rent,82.48,1/5/2022,12/24/2019,1/20/2020,true
4975-656547,HH-####,Internet,246.69,1/5/2022,2/3/2020,10/19/2018,true
8264-642209,HH-####,Rent,113.39,2/2/2022,7/28/2018,8/30/2020,false
1259-232974,HH-####,Gas,214.49,2/6/2022,9/7/2017,11/24/2020,true
3024-249126,HH-####,Internet,65.97,2/5/2022,12/22/2019,7/14/2020,false
6942-074209,HH-####,Gas,192.15,2/7/2022,11/28/2015,9/19/2018,false
6495-450968,HH-####,Gas,146.73,1/2/2022,12/21/2023,7/18/2015,true
7723-201843,HH-####,Electricity,290.31,2/2/2022,5/6/2022,5/20/2017,false
1598-999105,HH-####,Water,258.6,2/4/2022,9/28/2018,6/28/2015,true
6664-596673,HH-####,Gas,133.6,2/8/2022,6/7/2024,2/17/2023,true
2817-550037,HH-####,Water,62.85,1/5/2022,11/19/2025,7/3/2016,false
9630-869618,HH-####,Internet,94.54,1/8/2022,5/4/2022,2/10/2024,false
5830-276876,HH-####,Electricity,260.07,1/4/2022,4/30/2025,8/4/2021,false
9889-200812,HH-####,Rent,287.65,1/9/2022,12/3/2018,6/26/2017,true
2434-273731,HH-####,Rent,197.43,2/1/2022,12/26/2015,10/11/2021,true
5803-738558,HH-####,Gas,211.76,2/2/2022,9/28/2017,11/2/2017,true
8414-406477,HH-####,Electricity,142.21,1/5/2022,2/24/2020,9/20/2024,true
5051-133491,HH-####,Gas,294.72,2/9/2022,3/9/2023,7/5/2024,true
3150-964143,HH-####,Electricity,147.34,1/7/2022,1/29/2021,7/25/2024,true
0936-874373,HH-####,Water,294.49,1/3/2022,7/18/2020,8/5/2020,false
7672-963676,HH-####,Rent,164.94,1/8/2022,9/17/2016,9/11/2019,true
3762-178642,HH-####,Internet,203.38,2/3/2022,6/8/2023,5/6/2016,true
1898-291338,HH-####,Water,98.78,1/7/2022,3/12/2023,8/12/2017,true
3585-254990,HH-####,Water,241.34,2/6/2022,12/9/2019,11/8/2024,true
6704-467687,HH-####,Gas,62.56,2/7/2022,4/17/2018,10/18/2015,true
2135-021862,HH-####,Gas,180.5,2/5/2022,3/19/2024,1/25/2022,false
8507-269394,HH-####,Water,113.99,1/5/2022,5/3/2023,11/8/2022,true
8957-754141,HH-####,Electricity,163.88,1/7/2022,2/6/2020,12/18/2015,true
7303-225644,HH-####,Electricity,201.22,1/6/2022,7/25/2015,8/16/2018,false
0890-443449,HH-####,Internet,82.83,2/9/2022,6/29/2016,7/23/2020,true
3914-209092,HH-####,Electricity,163.68,1/4/2022,5/22/2023,4/21/2018,false
4453-120595,HH-####,Water,299.56,1/2/2022,10/3/2021,4/16/2022,false
1199-229037,HH-####,Gas,55.17,1/2/2022,11/22/2020,12/18/2023,true
0176-459082,HH-####,Gas,106.5,1/1/2022,11/21/2025,9/21/2020,false
1732-912576,HH-####,Electricity,121.85,2/9/2022,8/23/2016,12/10/2019,true
0119-301730,HH-####,Electricity,191.06,1/4/2022,10/27/2015,5/20/2016,true
7760-354367,HH-####,Internet,213.19,2/8/2022,9/8/2018,11/8/2015,false
9353-414974,HH-####,Electricity,67.09,2/5/2022,5/26/2019,7/18/2018,false
8184-752019,HH-####,Gas,180.29,2/7/2022,12/16/2016,8/24/2016,false
5823-842829,HH-####,Rent,162.66,1/4/2022,8/24/2021,3/29/2023,false
4835-721466,HH-####,Water,70.86,2/4/2022,8/19/2024,12/18/2021,false
4429-562776,HH-####,Gas,195.98,1/2/2022,8/13/2017,5/16/2020,false
5241-429816,HH-####,Rent,232.31,1/8/2022,7/31/2016,4/23/2017,false
2813-428960,HH-####,Rent,241.59,2/1/2022,2/23/2020,4/5/2017,false
5499-000709,HH-####,Internet,55.61,2/9/2022,7/9/2022,5/9/2023,true
5424-214767,HH-####,Electricity,295.54,2/7/2022,8/14/2020,1/28/2017,true
2439-065129,HH-####,Rent,256.01,1/1/2022,2/18/2023,9/27/2024,true
3229-467566,HH-####,Water,286.68,2/7/2022,6/5/2016,5/13/2023,true
5884-227184,HH-####,Electricity,117.86,2/4/2022,5/21/2023,3/6/2017,false
6864-628914,HH-####,Internet,73.98,2/8/2022,7/28/2023,8/13/2023,true
3148-815389,HH-####,Electricity,55.27,2/6/2022,11/17/2025,6/18/2016,true
1948-488737,HH-####,Internet,139.25,2/5/2022,10/7/2024,11/20/2020,false
3974-994690,HH-####,Gas,210.84,2/5/2022,12/29/2016,10/25/2022,true
3106-601867,HH-####,Rent,189.85,2/3/2022,5/6/2015,1/29/2019,true
3634-831867,HH-####,Rent,66.34,1/2/2022,7/29/2023,12/6/2023,false
2508-964919,HH-####,Water,259.16,2/5/2022,8/13/2018,3/27/2019,false
4864-315861,HH-####,Gas,227.08,1/7/2022,4/9/2017,2/20/2023,true
1181-006741,HH-####,Electricity,184.85,2/7/2022,4/14/2018,5/29/2016,true
3553-207374,HH-####,Gas,83.9,2/8/2022,12/28/2023,9/21/2022,false
9449-752488,HH-####,Rent,100.86,1/3/2022,9/21/2021,10/28/2023,false
3311-214310,HH-####,Gas,261.11,2/7/2022,11/5/2017,10/24/2018,true
8494-423410,HH-####,Internet,152.23,1/2/2022,10/18/2019,7/21/2020,true
1240-118158,HH-####,Gas,167.76,1/6/2022,10/16/2017,4/28/2019,true
9359-098240,HH-####,Electricity,152.41,1/4/2022,6/6/2019,4/15/2022,false
0532-581780,HH-####,Rent,295.76,1/3/2022,9/24/2022,4/12/2022,true
9983-635780,HH-####,Water,282.57,1/9/2022,3/30/2024,12/1/2017,false
